address;code;postal_code;country;federal_district;minDeliveryDays;maxDeliveryDays;region_type;region;city_type;city;timezone;geo_lat;geo_lon;population
Калужская обл, Козельский р-н, г Сосенский;20205;249710;Россия;Центральный;1;3;обл;Калужская;г;Сосенский;UTC+3;54.0566016;35.9621646;12394
Калужская обл, Тарусский р-н, г Таруса;20208;249100;Россия;Центральный;1;3;обл;Калужская;г;Таруса;UTC+3;54.7236477;37.1671;9656
Костромская обл, г Буй;10700;157000;Россия;Центральный;1;3;обл;Костромская;г;Буй;UTC+3;58.4733277;41.5306822;25763
Костромская обл, г Волгореченск;10701;156901;Россия;Центральный;1;3;обл;Костромская;г;Волгореченск;UTC+3;57.4424559;41.1594201;17108
Костромская обл, г Галич;10703;157200;Россия;Центральный;1;3;обл;Костромская;г;Галич;UTC+3;58.3828191;42.3654013;17346
Костромская обл, г Кологрив;20215;157440;Россия;Центральный;1;3;обл;Костромская;г;Кологрив;UTC+3;58.8269323;44.3184927;3314
Костромская обл, г Макарьев;20216;157460;Россия;Центральный;1;3;обл;Костромская;г;Макарьев;UTC+3;57.8807152;43.8014197;7114
Костромская обл, г Мантурово;20217;157300;Россия;Центральный;1;3;обл;Костромская;г;Мантурово;UTC+3;58.3265441;44.757494;17479
Костромская обл, г Нерехта;10702;157800;Россия;Центральный;1;3;обл;Костромская;г;Нерехта;UTC+3;57.4543369;40.5723598;22817
Костромская обл, г Нея;20621;157331;Россия;Центральный;1;3;обл;Костромская;г;Нея;UTC+3;58.2943349;43.8780948;9827
Костромская обл, г Солигалич;20218;157170;Россия;Центральный;1;3;обл;Костромская;г;Солигалич;UTC+3;59.0784867;42.2878423;6438
Костромская обл, г Чухлома;20219;157130;Россия;Центральный;1;3;обл;Костромская;г;Чухлома;UTC+3;58.753421;42.6884958;5209
Костромская обл, г Шарья;10704;157500;Россия;Центральный;1;3;обл;Костромская;г;Шарья;UTC+3;58.3760542;45.4062414;23668
Курская обл, г Железногорск;10710;307170;Россия;Центральный;1;3;обл;Курская;г;Железногорск;UTC+3;52.3380202;35.3516867;95057
Курская обл, г Курчатов;20707;307250;Россия;Центральный;1;3;обл;Курская;г;Курчатов;UTC+3;51.6604083;35.6572224;42691
Курская обл, г Льгов;20637;307750;Россия;Центральный;1;3;обл;Курская;г;Льгов;UTC+3;51.6597148;35.2612491;21452
Курская обл, г Обоянь;10709;306230;Россия;Центральный;1;3;обл;Курская;г;Обоянь;UTC+3;51.2119324;36.2755133;13562
Курская обл, г Рыльск;10707;307370;Россия;Центральный;1;3;обл;Курская;г;Рыльск;UTC+3;51.5681314;34.6802597;15667
Курская обл, г Суджа;10708;307800;Россия;Центральный;1;3;обл;Курская;г;Суджа;UTC+3;51.1918927;35.2720915;6036
Курская обл, г Фатеж;10711;307100;Россия;Центральный;1;3;обл;Курская;г;Фатеж;UTC+3;52.0917728;35.8538706;5404
Курская обл, г Щигры;20710;306509;Россия;Центральный;1;3;обл;Курская;г;Щигры;UTC+3;51.8786014;36.8910945;17043
Курская обл, Дмитриевский р-н, г Дмитриев;10706;307500;Россия;Центральный;1;3;обл;Курская;г;Дмитриев;UTC+3;52.1268464;35.0739038;7721
Липецкая обл, г Грязи;20210;399050;Россия;Центральный;1;3;обл;Липецкая;г;Грязи;UTC+3;52.4874097;39.9331142;46798
Липецкая обл, г Данков;20211;399850;Россия;Центральный;1;3;обл;Липецкая;г;Данков;UTC+3;53.2577411;39.1456184;21056
Липецкая обл, г Елец;10713;399770;Россия;Центральный;1;3;обл;Липецкая;г;Елец;UTC+3;52.6152411;38.5289342;108404
Липецкая обл, г Задонск;20212;399200;Россия;Центральный;1;3;обл;Липецкая;г;Задонск;UTC+3;52.4004179;38.9205032;9695
Липецкая обл, г Лебедянь;20213;399610;Россия;Центральный;1;3;обл;Липецкая;г;Лебедянь;UTC+3;53.0156117;39.143536;20991
Липецкая обл, г Усмань;20214;399341;Россия;Центральный;1;3;обл;Липецкая;г;Усмань;UTC+3;52.0442648;39.726401;18752
Липецкая обл, г Чаплыгин;10714;399900;Россия;Центральный;1;3;обл;Липецкая;г;Чаплыгин;UTC+3;53.24048;39.9670973;12656
Московская обл, г Балашиха;10716;143900;Россия;Центральный;1;3;обл;Московская;г;Балашиха;UTC+3;55.796389;37.938283;215353
Московская обл, г Бронницы;10717;140170;Россия;Центральный;1;3;обл;Московская;г;Бронницы;UTC+3;55.4255379;38.264145;21102
Московская обл, г Видное;10719;142700;Россия;Центральный;1;3;обл;Московская;г;Видное;UTC+3;55.551725;37.7061984;56798
Московская обл, г Волоколамск;10721;143600;Россия;Центральный;1;3;обл;Московская;г;Волоколамск;UTC+3;56.0356499;35.9585112;23386
Московская обл, г Воскресенск;10722;140200;Россия;Центральный;1;3;обл;Московская;г;Воскресенск;UTC+3;55.3071519;38.7027953;91301
Московская обл, г Воскресенск, г Белоозёрский;21632;140250;Россия;Центральный;1;3;обл;Московская;г;Белоозёрский;UTC+3;55.4595766;38.4389742;17842
Московская обл, г Дзержинский;21735;140090;Россия;Центральный;1;3;обл;Московская;г;Дзержинский;UTC+3;55.6240869;37.8440276;47125
Московская обл, г Дмитров;10723;141800;Россия;Центральный;1;3;обл;Московская;г;Дмитров;UTC+3;56.3477457;37.526672;61454
Московская обл, г Дмитров, г Яхрома;20735;141840;Россия;Центральный;1;3;обл;Московская;г;Яхрома;UTC+3;56.2890516;37.4831799;13248
Московская обл, г Долгопрудный;214;141700;Россия;Центральный;1;3;обл;Московская;г;Долгопрудный;UTC+3;55.9385999;37.5101021;90976
Московская обл, г Домодедово;10725;142000;Россия;Центральный;1;3;обл;Московская;г;Домодедово;UTC+3;55.4363283;37.7664984;96123
Московская обл, г Дубна;215;141980;Россия;Центральный;1;3;обл;Московская;г;Дубна;UTC+3;56.741786;37.1757223;70569
Московская обл, г Егорьевск;10727;140300;Россия;Центральный;1;3;обл;Московская;г;Егорьевск;UTC+3;55.3830113;39.0358317;70133
Московская обл, г Жуковский;20571;140180;Россия;Центральный;1;3;обл;Московская;г;Жуковский;UTC+3;55.599803;38.1224298;102729
Московская обл, г Зарайск;10728;140600;Россия;Центральный;1;3;обл;Московская;г;Зарайск;UTC+3;54.762456;38.8850978;24648
Московская обл, г Ивантеевка;21623;141280;Россия;Центральный;1;3;обл;Московская;г;Ивантеевка;UTC+3;55.9741665;37.9207539;58594
Московская обл, г Истра;10731;143500;Россия;Центральный;1;3;обл;Московская;г;Истра;UTC+3;55.9062267;36.8601454;35106
Московская обл, г Истра, г Дедовск;21627;143530;Россия;Центральный;1;3;обл;Московская;г;Дедовск;UTC+3;55.8703276;37.1245043;29280
Московская обл, г Кашира;10732;142900;Россия;Центральный;1;3;обл;Московская;г;Кашира;UTC+3;54.853337;38.1904392;41880
Московская обл, г Клин;10733;141601;Россия;Центральный;1;3;обл;Московская;г;Клин;UTC+3;56.3425605;36.7240032;80584
Московская обл, г Клин, г Высоковск;21648;141650;Россия;Центральный;1;3;обл;Московская;г;Высоковск;UTC+3;56.3359513;36.5251837;10642
Московская обл, г Коломна;10734;140400;Россия;Центральный;1;3;обл;Московская;г;Коломна;UTC+3;55.102814;38.7531002;144642
Московская обл, г Королёв;20728;141060;Россия;Центральный;1;3;обл;Московская;г;Королёв;UTC+3;55.9161773;37.8545415;183452
Московская обл, г Котельники;21651;140053;Россия;Центральный;1;3;обл;Московская;г;Котельники;UTC+3;55.6597925;37.8631156;32347
Московская обл, г Красноармейск;100471;141290;Россия;Центральный;1;3;обл;Московская;г;Красноармейск;UTC+3;56.105426;38.140838;26294
Московская обл, г Красногорск;10735;143401;Россия;Центральный;1;3;обл;Московская;г;Красногорск;UTC+3;55.8317203;37.3295266;116738
Московская обл, г Краснознаменск;21647;143090;Россия;Центральный;1;3;обл;Московская;г;Краснознаменск;UTC+3;55.5978959;37.0393709;36057
Московская обл, г Лобня;21641;141055;Россия;Центральный;1;3;обл;Московская;г;Лобня;UTC+3;56.0328881;37.4614035;74350
Московская обл, г Лосино-Петровский;21635;141150;Россия;Центральный;1;3;обл;Московская;г;Лосино-Петровский;UTC+3;55.8713214;38.200599;22550
Московская обл, г Луховицы;10737;140500;Россия;Центральный;1;3;обл;Московская;г;Луховицы;UTC+3;54.9652077;39.0260266;29849
Московская обл, г Лыткарино;21630;140080;Россия;Центральный;1;3;обл;Московская;г;Лыткарино;UTC+3;55.5778163;37.9033507;55147
Московская обл, г Люберцы;10738;140000;Россия;Центральный;1;3;обл;Московская;г;Люберцы;UTC+3;55.676499;37.898125;171978
Московская обл, г Можайск;10739;143200;Россия;Центральный;1;3;обл;Московская;г;Можайск;UTC+3;55.5069259;36.024043;31388
Московская обл, г Мытищи;10740;141000;Россия;Центральный;1;3;обл;Московская;г;Мытищи;UTC+3;55.9105782;37.7363579;173341
Московская обл, г Наро-Фоминск;10741;143300;Россия;Центральный;1;3;обл;Московская;г;Наро-Фоминск;UTC+3;55.386185;36.734484;64640
Московская обл, г Наро-Фоминск, г Апрелевка;10715;143360;Россия;Центральный;1;3;обл;Московская;г;Апрелевка;UTC+3;55.5276918;37.065143;18467
Московская обл, г Наро-Фоминск, г Верея;37160;143330;Россия;Центральный;1;3;обл;Московская;г;Верея;UTC+3;55.343369;36.185694;5368
Московская обл, г Ногинск;10742;142400;Россия;Центральный;1;3;обл;Московская;г;Ногинск;UTC+3;55.8686133;38.4622104;99762
Московская обл, г Ногинск, г Старая Купавна;21656;142450;Россия;Центральный;1;3;обл;Московская;г;Старая Купавна;UTC+3;55.810648;38.175624;21859
Московская обл, г Ногинск, г Электроугли;21642;142455;Россия;Центральный;1;3;обл;Московская;г;Электроугли;UTC+3;55.7170877;38.2192563;20120
Московская обл, г Одинцово;10743;143000;Россия;Центральный;1;3;обл;Московская;г;Одинцово;UTC+3;55.6789455;37.263686;139021
Московская обл, г Одинцово, г Голицыно;21646;143040;Россия;Центральный;1;3;обл;Московская;г;Голицыно;UTC+3;55.6190582;36.9856793;17447
Московская обл, г Одинцово, г Звенигород;10729;143180;Россия;Центральный;1;3;обл;Московская;г;Звенигород;UTC+3;55.7297089;36.8554029;16395
Московская обл, г Одинцово, г Кубинка;21625;143070;Россия;Центральный;1;3;обл;Московская;г;Кубинка;UTC+3;55.5754955;36.6951995;22918
Московская обл, г Озёры;10744;140560;Россия;Центральный;1;3;обл;Московская;г;Озёры;UTC+3;54.8541006;38.5599196;25788
Московская обл, г Орехово-Зуево;10745;142600;Россия;Центральный;1;3;обл;Московская;г;Орехово-Зуево;UTC+3;55.8151421;38.9869822;120620
Московская обл, г Орехово-Зуево, г Дрезна;21643;142660;Россия;Центральный;1;3;обл;Московская;г;Дрезна;UTC+3;55.7443143;38.8498479;11815
Московская обл, г Орехово-Зуево, г Куровское;37144;142620;Россия;Центральный;1;3;обл;Московская;г;Куровское;UTC+3;55.5792277;38.9207723;21821
Московская обл, г Орехово-Зуево, г Ликино-Дулёво;37141;142663;Россия;Центральный;1;3;обл;Московская;г;Ликино-Дулёво;UTC+3;55.7078257;38.9578093;31331
Московская обл, г Павловский Посад;10746;142500;Россия;Центральный;1;3;обл;Московская;г;Павловский Посад;UTC+3;55.7807244;38.6596983;63771
Московская обл, г Подольск;10747;142100;Россия;Центральный;1;3;обл;Московская;г;Подольск;UTC+3;55.4389322;37.5703482;187956
Московская обл, г Протвино;20576;142280;Россия;Центральный;1;3;обл;Московская;г;Протвино;UTC+3;54.8705984;37.2182749;37308
Московская обл, г Пушкино;10748;141200;Россия;Центральный;1;3;обл;Московская;г;Пушкино;UTC+3;56.0103638;37.8471403;102840
Московская обл, г Пущино;217;142290;Россия;Центральный;1;3;обл;Московская;г;Пущино;UTC+3;54.8324412;37.6210346;20263
Московская обл, г Раменское;10750;140100;Россия;Центральный;1;3;обл;Московская;г;Раменское;UTC+3;55.5495132;38.2728914;96355
Московская обл, г Реутов;21621;143960;Россия;Центральный;1;3;обл;Московская;г;Реутов;UTC+3;55.7582621;37.8618553;87195
Московская обл, г Руза;10751;143100;Россия;Центральный;1;3;обл;Московская;г;Руза;UTC+3;55.7014744;36.1959206;13495
Московская обл, г Сергиев Посад;10752;141300;Россия;Центральный;1;3;обл;Московская;г;Сергиев Посад;UTC+3;56.3062548;38.1502661;110878
Московская обл, г Сергиев Посад, г Краснозаводск;103816;141321;Россия;Центральный;1;3;обл;Московская;г;Краснозаводск;UTC+3;56.4409979;38.2320307;13432
Московская обл, г Сергиев Посад, г Пересвет;103819;141320;Россия;Центральный;1;3;обл;Московская;г;Пересвет;UTC+3;56.4158326;38.1733534;14142
Московская обл, г Сергиев Посад, г Хотьково;21645;141370;Россия;Центральный;1;3;обл;Московская;г;Хотьково;UTC+3;56.2516982;37.9396017;21612
Московская обл, г Серпухов;10754;142200;Россия;Центральный;1;3;обл;Московская;г;Серпухов;UTC+3;54.9226466;37.4033859;126496
Московская обл, г Солнечногорск;10755;141503;Россия;Центральный;1;3;обл;Московская;г;Солнечногорск;UTC+3;56.185102;36.977631;52996
Московская обл, г Ступино;10756;142800;Россия;Центральный;1;3;обл;Московская;г;Ступино;UTC+3;54.886274;38.078228;66942
Московская обл, г Талдом;10757;141900;Россия;Центральный;1;3;обл;Московская;г;Талдом;UTC+3;56.7308564;37.5276003;13819
Московская обл, г Фрязино;21619;141190;Россия;Центральный;1;3;обл;Московская;г;Фрязино;UTC+3;55.9590588;38.0410235;55449
Московская обл, г Химки;10758;141402;Россия;Центральный;1;3;обл;Московская;г;Химки;UTC+3;55.888657;37.4303702;207125
Московская обл, г Черноголовка;219;142432;Россия;Центральный;1;3;обл;Московская;г;Черноголовка;UTC+3;56.010005;38.379245;20986
Московская обл, г Чехов;10761;142300;Россия;Центральный;1;3;обл;Московская;г;Чехов;UTC+3;55.1508011;37.4533252;60677
Московская обл, г Шатура;10762;140700;Россия;Центральный;1;3;обл;Московская;г;Шатура;UTC+3;55.5777427;39.5445712;32836
Московская обл, г Шатура, г Рошаль;21644;140730;Россия;Центральный;1;3;обл;Московская;г;Рошаль;UTC+3;55.6632776;39.8656147;21265
Московская обл, г Щёлково;10765;141100;Россия;Центральный;1;3;обл;Московская;г;Щёлково;UTC+3;55.9233801;37.9783707;110380
Московская обл, г Электрогорск;37120;142530;Россия;Центральный;1;3;обл;Московская;г;Электрогорск;UTC+3;55.8780241;38.7806752;22120
Московская обл, г Электросталь;20523;144000;Россия;Центральный;1;3;обл;Московская;г;Электросталь;UTC+3;55.7847291;38.4447045;155324
Орловская обл, г Болхов;10768;303140;Россия;Центральный;1;3;обл;Орловская;г;Болхов;UTC+3;53.4438496;36.0076833;11421
Орловская обл, г Дмитровск;20593;303240;Россия;Центральный;1;3;обл;Орловская;г;Дмитровск;UTC+3;52.5054851;35.1415009;5956
Орловская обл, г Ливны;10769;303850;Россия;Центральный;1;3;обл;Орловская;г;Ливны;UTC+3;52.4284558;37.6039506;50430
Орловская обл, г Малоархангельск;34012;303369;Россия;Центральный;1;3;обл;Орловская;г;Малоархангельск;UTC+3;52.4002192;36.5038579;3872
Орловская обл, г Мценск;10770;303030;Россия;Центральный;1;3;обл;Орловская;г;Мценск;UTC+3;53.2788438;36.5749105;43216
Орловская обл, г Новосиль;10771;303500;Россия;Центральный;1;3;обл;Орловская;г;Новосиль;UTC+3;52.97454;37.0437146;3799
Рязанская обл, г Касимов;10773;391300;Россия;Центральный;1;3;обл;Рязанская;г;Касимов;UTC+3;54.9373475;41.3913211;33494
Рязанская обл, г Кораблино;37146;391200;Россия;Центральный;1;3;обл;Рязанская;г;Кораблино;UTC+3;53.9246659;40.0227745;12657
Рязанская обл, г Михайлов;20631;391710;Россия;Центральный;1;3;обл;Рязанская;г;Михайлов;UTC+3;54.2297402;39.0091481;11783
Рязанская обл, г Рыбное;10774;391110;Россия;Центральный;1;3;обл;Рязанская;г;Рыбное;UTC+3;54.7256164;39.5134398;18378
Рязанская обл, г Ряжск;10775;391960;Россия;Центральный;1;3;обл;Рязанская;г;Ряжск;UTC+3;53.7067584;40.0522274;21676
Рязанская обл, г Сасово;10777;391430;Россия;Центральный;1;3;обл;Рязанская;г;Сасово;UTC+3;54.3508885;41.9117422;28117
Рязанская обл, г Скопин;10778;391800;Россия;Центральный;1;3;обл;Рязанская;г;Скопин;UTC+3;53.823543;39.5492421;30374
Рязанская обл, г Спас-Клепики;10779;391030;Россия;Центральный;1;3;обл;Рязанская;г;Спас-Клепики;UTC+3;55.1291721;40.1745338;5917
Рязанская обл, г Спасск-Рязанский;20608;391050;Россия;Центральный;1;3;обл;Рязанская;г;Спасск-Рязанский;UTC+3;54.4070719;40.3763426;7745
Рязанская обл, г Шацк;10780;391550;Россия;Центральный;1;3;обл;Рязанская;г;Шацк;UTC+3;54.0287312;41.7181803;6562
Рязанская обл, Пронский р-н, г Новомичуринск;20589;391160;Россия;Центральный;1;3;обл;Рязанская;г;Новомичуринск;UTC+3;54.0376572;39.74654;19309
Смоленская обл, г Велиж;10781;216290;Россия;Центральный;1;3;обл;Смоленская;г;Велиж;UTC+3;55.6057916;31.1856206;7620
Смоленская обл, г Вязьма;10782;215110;Россия;Центральный;1;3;обл;Смоленская;г;Вязьма;UTC+3;55.2116983;34.2951663;57103
Смоленская обл, г Гагарин;10783;215010;Россия;Центральный;1;3;обл;Смоленская;г;Гагарин;UTC+3;55.5525228;34.9950502;31721
Смоленская обл, г Демидов;10784;216240;Россия;Центральный;1;3;обл;Смоленская;г;Демидов;UTC+3;55.2682105;31.5062809;7333
Смоленская обл, г Десногорск;10785;216400;Россия;Центральный;1;3;обл;Смоленская;г;Десногорск;UTC+3;54.146457;33.2833222;29677
Смоленская обл, г Дорогобуж;10786;215710;Россия;Центральный;1;3;обл;Смоленская;г;Дорогобуж;UTC+3;54.9136959;33.3023162;10720
Смоленская обл, г Духовщина;10787;216200;Россия;Центральный;1;3;обл;Смоленская;г;Духовщина;UTC+3;55.1950257;32.401252;4370
Смоленская обл, г Ельня;10788;216330;Россия;Центральный;1;3;обл;Смоленская;г;Ельня;UTC+3;54.5837795;33.1749867;10095
Смоленская обл, г Починок;10791;216450;Россия;Центральный;1;3;обл;Смоленская;г;Починок;UTC+3;54.406244;32.4398039;8776
Смоленская обл, г Рославль;10792;216500;Россия;Центральный;1;3;обл;Смоленская;г;Рославль;UTC+3;53.9449558;32.8480258;54898
Смоленская обл, г Рудня;10793;216790;Россия;Центральный;1;3;обл;Смоленская;г;Рудня;UTC+3;54.9441093;31.0794806;10029
Смоленская обл, г Сафоново;10794;215500;Россия;Центральный;1;3;обл;Смоленская;г;Сафоново;UTC+3;55.1199661;33.2336988;46116
Смоленская обл, г Сычевка;10796;215279;Россия;Центральный;1;3;обл;Смоленская;г;Сычевка;UTC+3;55.8308821;34.2778793;8111
Смоленская обл, г Ярцево;10801;215800;Россия;Центральный;1;3;обл;Смоленская;г;Ярцево;UTC+3;55.0564732;32.6902302;47853
Тамбовская обл, г Жердевка;20661;393670;Россия;Центральный;1;3;обл;Тамбовская;г;Жердевка;UTC+3;51.8422192;41.4617687;15211
Тамбовская обл, г Кирсанов;20700;393360;Россия;Центральный;1;3;обл;Тамбовская;г;Кирсанов;UTC+3;52.6506335;42.7286445;17240
Тамбовская обл, г Котовск;20265;393190;Россия;Центральный;1;3;обл;Тамбовская;г;Котовск;UTC+3;52.5924489;41.5101237;31851
Тамбовская обл, г Мичуринск;10803;393760;Россия;Центральный;1;3;обл;Тамбовская;г;Мичуринск;UTC+3;52.8912389;40.5104443;98758
Тамбовская обл, г Моршанск;20696;393950;Россия;Центральный;1;3;обл;Тамбовская;г;Моршанск;UTC+3;53.4436216;41.8115478;41550
Тамбовская обл, г Рассказово;20701;393250;Россия;Центральный;1;3;обл;Тамбовская;г;Рассказово;UTC+3;52.6538833;41.874285;45484
Тамбовская обл, г Уварово;20663;393460;Россия;Центральный;1;3;обл;Тамбовская;г;Уварово;UTC+3;51.9767841;42.2529799;26829
Тверская обл, г Андреаполь;26480;172800;Россия;Центральный;1;3;обл;Тверская;г;Андреаполь;UTC+3;56.6506724;32.2620163;8265
Тверская обл, г Бежецк;10804;171980;Россия;Центральный;1;3;обл;Тверская;г;Бежецк;UTC+3;57.7860089;36.6904983;24517
Тверская обл, г Белый;20581;172530;Россия;Центральный;1;3;обл;Тверская;г;Белый;UTC+3;55.8339056;32.9389741;3771
Тверская обл, г Бологое;10805;171070;Россия;Центральный;1;3;обл;Тверская;г;Бологое;UTC+3;57.8855767;34.0537771;23499
Тверская обл, г Весьегонск;10806;171720;Россия;Центральный;1;3;обл;Тверская;г;Весьегонск;UTC+3;58.6582598;37.2567558;7330
Тверская обл, г Вышний Волочек;10807;171150;Россия;Центральный;1;3;обл;Тверская;г;Вышний Волочек;UTC+3;57.568302;34.5404016;52326
Тверская обл, г Западная Двина;10808;172610;Россия;Центральный;1;3;обл;Тверская;г;Западная Двина;UTC+3;56.2566492;32.0805315;9376
Тверская обл, г Зубцов;20601;172332;Россия;Центральный;1;3;обл;Тверская;г;Зубцов;UTC+3;56.1760868;34.5825515;6937
Тверская обл, г Калязин;10809;171571;Россия;Центральный;1;3;обл;Тверская;г;Калязин;UTC+3;57.2579478;37.7819693;13870
Тверская обл, г Кашин;10810;171640;Россия;Центральный;1;3;обл;Тверская;г;Кашин;UTC+3;57.360194;37.6119436;16174
Тверская обл, г Кимры;10811;171500;Россия;Центральный;1;3;обл;Тверская;г;Кимры;UTC+3;56.8733213;37.3556605;49623
Тверская обл, г Конаково;10812;171250;Россия;Центральный;1;3;обл;Тверская;г;Конаково;UTC+3;56.7275204;36.8012716;41303
Тверская обл, г Красный Холм;10813;171660;Россия;Центральный;1;3;обл;Тверская;г;Красный Холм;UTC+3;58.0571446;37.1126156;5608
Тверская обл, г Кувшиново;20619;172110;Россия;Центральный;1;3;обл;Тверская;г;Кувшиново;UTC+3;57.0265168;34.1676009;10008
Тверская обл, г Лихославль;10814;171210;Россия;Центральный;1;3;обл;Тверская;г;Лихославль;UTC+3;57.1221304;35.4667605;12259
Тверская обл, г Нелидово;10816;172520;Россия;Центральный;1;3;обл;Тверская;г;Нелидово;UTC+3;56.2232566;32.7767459;22886
Тверская обл, г Осташков;10818;172730;Россия;Центральный;1;3;обл;Тверская;г;Осташков;UTC+3;57.1456744;33.1115372;18073
Тверская обл, г Ржев;10820;172380;Россия;Центральный;1;3;обл;Тверская;г;Ржев;UTC+3;56.262881;34.3291002;62026
Тверская обл, г Старица;10821;171360;Россия;Центральный;1;3;обл;Тверская;г;Старица;UTC+3;56.514876;34.9336396;8610
Тверская обл, г Торжок;10822;172000;Россия;Центральный;1;3;обл;Тверская;г;Торжок;UTC+3;57.04133;34.9602344;47702
Тверская обл, г Торопец;10823;172842;Россия;Центральный;1;3;обл;Тверская;г;Торопец;UTC+3;56.5012188;31.6355466;13018
Тверская обл, г Удомля;10824;171841;Россия;Центральный;1;3;обл;Тверская;г;Удомля;UTC+3;57.8787314;35.0167348;31048
Тульская обл, г Алексин;10825;301352;Россия;Центральный;1;3;обл;Тульская;г;Алексин;UTC+3;54.5083349;37.0478067;61738
Тульская обл, г Белев;37164;301530;Россия;Центральный;1;3;обл;Тульская;г;Белев;UTC+3;53.8114179;36.1382247;13918
Тульская обл, г Богородицк;20667;301830;Россия;Центральный;1;3;обл;Тульская;г;Богородицк;UTC+3;53.7701014;38.1225152;31897
Тульская обл, г Венев;10826;301320;Россия;Центральный;1;3;обл;Тульская;г;Венев;UTC+3;54.3542315;38.2642236;15220
Тульская обл, г Донской;10827;301760;Россия;Центральный;1;3;обл;Тульская;г;Донской;UTC+3;53.9678944;38.3371824;64561
Тульская обл, г Ефремов;10828;301840;Россия;Центральный;1;3;обл;Тульская;г;Ефремов;UTC+3;53.1464766;38.0921657;42350
Тульская обл, г Кимовск;10829;301720;Россия;Центральный;1;3;обл;Тульская;г;Кимовск;UTC+3;53.9698378;38.5380808;28493
Тульская обл, г Киреевск;20649;301260;Россия;Центральный;1;3;обл;Тульская;г;Киреевск;UTC+3;53.9319555;37.9220351;25585
Тульская обл, г Новомосковск;10830;301650;Россия;Центральный;1;3;обл;Тульская;г;Новомосковск;UTC+3;54.0109075;38.2914024;131227
Тульская обл, г Плавск;20662;301470;Россия;Центральный;1;3;обл;Тульская;г;Плавск;UTC+3;53.7096415;37.2862352;16248
Тульская обл, г Суворов;10831;301430;Россия;Центральный;1;3;обл;Тульская;г;Суворов;UTC+3;54.1343585;36.4807419;18975
Тульская обл, г Узловая;10833;301600;Россия;Центральный;1;3;обл;Тульская;г;Узловая;UTC+3;53.9730452;38.1763201;55282
Тульская обл, г Щекино;10834;301240;Россия;Центральный;1;3;обл;Тульская;г;Щекино;UTC+3;54.0020652;37.5176288;58154
Тульская обл, г Ясногорск;20697;301030;Россия;Центральный;1;3;обл;Тульская;г;Ясногорск;UTC+3;54.4795484;37.6896048;16804
Тульская обл, Киреевский р-н, г Болохово;37162;301280;Россия;Центральный;1;3;обл;Тульская;г;Болохово;UTC+3;54.0820349;37.826724;9619
Тульская обл, Киреевский р-н, г Липки;37140;301264;Россия;Центральный;1;3;обл;Тульская;г;Липки;UTC+3;53.9417551;37.7020148;8741
Тульская обл, Суворовский р-н, г Чекалин;37118;301414;Россия;Центральный;1;3;обл;Тульская;г;Чекалин;UTC+3;54.0984438;36.2474142;994
Тульская обл, Щекинский р-н, г Советск;37124;301205;Россия;Центральный;1;3;обл;Тульская;г;Советск;UTC+3;53.9338874;37.6316141;7537
Ярославская обл, г Гаврилов-Ям;20257;152240;Россия;Центральный;1;3;обл;Ярославская;г;Гаврилов-Ям;UTC+3;57.3091058;39.8546444;17792
Ярославская обл, г Данилов;10835;152070;Россия;Центральный;1;3;обл;Ярославская;г;Данилов;UTC+3;58.1860098;40.1795067;15861
Ярославская обл, г Любим;20592;152470;Россия;Центральный;1;3;обл;Ярославская;г;Любим;UTC+3;58.3620228;40.686841;5553
Ярославская обл, г Мышкин;10836;152830;Россия;Центральный;1;3;обл;Ярославская;г;Мышкин;UTC+3;57.7881684;38.4544224;5932
Ярославская обл, г Переславль-Залесский;10837;152020;Россия;Центральный;1;3;обл;Ярославская;г;Переславль-Залесский;UTC+3;56.7360544;38.8543617;41923
Ярославская обл, г Пошехонье;20596;152850;Россия;Центральный;1;3;обл;Ярославская;г;Пошехонье;UTC+3;58.5062879;39.1208434;6085
Ярославская обл, г Ростов;10838;152150;Россия;Центральный;1;3;обл;Ярославская;г;Ростов;UTC+3;57.2051315;39.4378622;31791
Ярославская обл, г Рыбинск;10839;152900;Россия;Центральный;1;3;обл;Ярославская;г;Рыбинск;UTC+3;58.0485495;38.8584119;200771
Ярославская обл, г Тутаев;21154;152300;Россия;Центральный;1;3;обл;Ярославская;г;Тутаев;UTC+3;57.8674993;39.5369627;41001
Ярославская обл, г Углич;10840;152610;Россия;Центральный;1;3;обл;Ярославская;г;Углич;UTC+3;57.5224249;38.3020044;34505
Астраханская обл, г Ахтубинск;20167;416500;Россия;Южный;5;7;обл;Астраханская;г;Ахтубинск;UTC+4;48.2752034;46.1906462;41898
Астраханская обл, г Знаменск;10947;416540;Россия;Южный;5;7;обл;Астраханская;г;Знаменск;UTC+4;48.5866291;45.7368019;29357
Астраханская обл, г Камызяк;20168;416340;Россия;Южный;5;7;обл;Астраханская;г;Камызяк;UTC+4;46.110579;48.07333;16291
Астраханская обл, г Нариманов;20169;416111;Россия;Южный;5;7;обл;Астраханская;г;Нариманов;UTC+4;46.6916565;47.8502476;11386
Астраханская обл, г Харабали;20170;416010;Россия;Южный;5;7;обл;Астраханская;г;Харабали;UTC+4;47.408999;47.2525345;18209
Волгоградская обл, г Волжский;10951;404100;Россия;Южный;5;7;обл;Волгоградская;г;Волжский;UTC+3;48.7978209;44.7462538;314436
